Price,Area,City,No. of Bedrooms,Resale,24X7Security,CarParking,School,Hospital
12600000,2150,Hyderabad,3,0,1,1,1,1
4800000,810,Hyderabad,2,0,0,1,0,0
11600000,1985,Hyderabad,3,0,1,1,1,1
9563000,1555,Hyderabad,3,0,1,1,0,0
4800000,810,Hyderabad,2,0,0,1,0,0
11600000,1985,Hyderabad,3,0,1,1,1,1
9563000,1555,Hyderabad,3,0,1,1,0,0
3600000,1050,Hyderabad,2,0,0,0,0,0
4500000,1014,Hyderabad,2,0,0,0,0,0
3900000,1085,Hyderabad,2,0,1,1,0,0
5800000,1100,Hyderabad,2,0,0,0,0,0
3500000,1050,Hyderabad,2,0,0,0,0,0
3500000,1050,Hyderabad,2,0,0,0,0,0
11399999,1860,Hyderabad,3,0,1,1,0,0
11399999,1860,Hyderabad,3,0,1,1,0,0
35000000,3000,Hyderabad,3,1,0,0,0,0
35000000,3000,Hyderabad,3,1,0,0,0,0
4500000,955,Hyderabad,2,0,0,1,0,0
4500000,1155,Hyderabad,2,0,1,1,0,0
3500000,1120,Hyderabad,2,0,0,0,0,0
3500000,850,Hyderabad,2,0,0,0,0,0
3800000,1000,Hyderabad,2,0,0,0,0,0
3800000,1000,Hyderabad,2,0,0,0,0,0
3800000,1000,Hyderabad,2,0,0,0,0,0
3800000,1000,Hyderabad,2,0,0,0,0,0
3800000,1000,Hyderabad,2,0,0,0,0,0
3960000,966,Hyderabad,2,0,0,0,0,0
3800000,1000,Hyderabad,2,0,0,0,0,0
3800000,1000,Hyderabad,2,0,0,0,0,0
4100000,1050,Hyderabad,2,0,0,0,0,0
5500000,1575,Hyderabad,3,0,0,0,0,0
9600000,1700,Hyderabad,3,0,0,0,0,0
9600000,1700,Hyderabad,3,0,0,0,0,0
6795000,1535,Hyderabad,3,0,0,0,0,0
3600000,940,Hyderabad,2,0,0,0,0,0
3400000,1060,Hyderabad,2,0,0,0,0,0
3500000,1015,Hyderabad,2,0,0,0,0,0
3500000,1015,Hyderabad,2,0,0,0,0,0
5000000,1600,Hyderabad,3,0,0,0,0,0
7000000,1150,Hyderabad,2,1,0,0,0,0
5500000,1500,Hyderabad,2,0,0,0,0,0
3870000,1000,Hyderabad,2,0,0,0,0,0
5800000,1208,Hyderabad,2,0,0,0,0,0
4700000,1000,Hyderabad,2,1,0,0,0,0
7000000,1150,Hyderabad,2,1,0,0,0,0
5500000,1500,Hyderabad,2,0,0,0,0,0
11299999,1700,Hyderabad,3,0,0,0,0,0
4500000,1170,Hyderabad,2,0,0,0,0,0
7317000,1090,Hyderabad,2,0,0,0,0,0
7317000,1090,Hyderabad,2,0,0,0,0,0
3800000,1050,Hyderabad,2,0,0,0,0,0
4850000,1425,Hyderabad,3,0,0,0,0,0
4010000,1060,Hyderabad,2,0,0,0,0,0
3550000,1130,Hyderabad,2,0,0,0,0,0
3300000,930,Hyderabad,2,0,0,0,0,0
3500000,1085,Hyderabad,2,0,0,0,0,0
7500000,1420,Hyderabad,3,0,0,0,0,0
4600000,1120,Hyderabad,2,0,0,0,0,0
8500000,1506,Hyderabad,2,0,0,0,0,0
8500000,1506,Hyderabad,2,0,0,0,0,0
5500000,1650,Hyderabad,3,0,1,0,0,0
5500000,1650,Hyderabad,3,0,1,0,0,0
3900000,1200,Hyderabad,2,0,0,0,0,0
4580000,1145,Hyderabad,2,0,0,0,0,0
10800000,1875,Hyderabad,3,0,1,1,0,0
15200000,2540,Hyderabad,3,0,1,1,0,0
15200000,2630,Hyderabad,4,0,1,1,0,0
4580000,1145,Hyderabad,2,0,0,0,0,0
15000000,2450,Hyderabad,3,0,0,0,0,0
5700000,1425,Hyderabad,3,0,0,0,0,0
7200000,1720,Hyderabad,3,0,0,0,0,0
20000000,2405,Hyderabad,3,0,0,0,0,0
8797000,1725,Hyderabad,3,0,0,0,0,0
10500000,1730,Hyderabad,3,0,0,0,0,0
43000000,4070,Hyderabad,4,1,1,1,0,0
10000000,2000,Hyderabad,3,1,1,1,0,0
10000000,1295,Hyderabad,2,1,1,1,0,0
12000000,1490,Hyderabad,3,1,1,1,0,0
10700000,1905,Hyderabad,3,0,0,0,0,0
10700000,1905,Hyderabad,3,0,0,0,0,0
7900000,1525,Hyderabad,3,0,0,0,0,0
4900000,1120,Hyderabad,2,0,0,0,0,0
3800000,1080,Hyderabad,3,0,0,0,0,0
4000000,950,Hyderabad,2,0,0,0,0,0
13500000,2700,Hyderabad,3,0,0,0,0,0
10000000,1755,Hyderabad,3,0,0,0,0,0
10000000,1755,Hyderabad,3,0,0,0,0,0
6200000,1216,Hyderabad,2,0,0,0,0,0
7000000,1210,Hyderabad,2,0,0,0,0,0
7900000,1525,Hyderabad,3,0,0,0,0,0
6700000,1340,Hyderabad,2,0,0,0,0,0
6200000,1216,Hyderabad,2,0,0,0,0,0
8452000,1725,Hyderabad,2,0,0,0,0,0
20000000,2070,Hyderabad,3,1,0,0,0,0
30200000,3025,Hyderabad,4,1,0,0,0,0
12500000,1670,Hyderabad,3,0,0,0,0,0
8200000,1150,Hyderabad,2,0,0,0,0,0
6900000,1150,Hyderabad,2,0,0,0,0,0
9026000,1600,Hyderabad,3,0,0,0,0,0
18200000,2786,Hyderabad,3,0,0,0,0,0
8500000,1525,Hyderabad,3,0,0,0,0,0
6531000,1555,Hyderabad,3,0,0,0,0,0
8095000,1315,Hyderabad,2,0,1,1,0,0
14000000,2050,Hyderabad,3,0,0,0,0,0
10200000,1675,Hyderabad,3,0,0,0,0,0
10000000,1725,Hyderabad,3,0,0,0,0,0
10700000,1770,Hyderabad,3,0,1,1,0,0
24000000,3200,Hyderabad,3,0,0,0,0,0
22000000,1900,Hyderabad,3,0,0,0,0,0
21400000,1880,Hyderabad,3,0,0,0,0,0
16000000,2050,Hyderabad,3,0,0,0,0,0
36500000,3600,Hyderabad,3,1,1,1,1,1
15000000,2665,Hyderabad,3,0,0,0,0,0
8500000,1216,Hyderabad,2,0,0,0,0,0
28000000,3031,Hyderabad,4,0,0,0,0,0
15500000,2220,Hyderabad,3,0,0,0,0,0
32500000,3448,Hyderabad,3,1,0,0,0,0
20700000,3015,Hyderabad,3,0,0,0,0,0
10500000,1430,Hyderabad,3,0,0,0,0,0
28000000,2007,Hyderabad,5,1,0,0,0,0
10300000,1695,Hyderabad,3,0,0,0,0,0
11000000,1815,Hyderabad,3,0,1,1,0,0
9991000,1630,Hyderabad,3,0,1,1,0,0
8014000,1620,Hyderabad,3,0,0,0,0,0
4000000,1200,Hyderabad,2,0,0,0,0,0
12500000,1650,Hyderabad,2,1,0,0,0,0
8925000,1550,Hyderabad,3,0,0,0,0,0
9296000,1535,Hyderabad,3,0,1,1,0,0
7598999,1165,Hyderabad,2,0,1,1,0,0
8500000,1400,Hyderabad,3,1,0,0,0,0
20000000,2600,Hyderabad,3,1,0,0,0,0
5250000,1100,Hyderabad,2,0,0,0,0,0
4000000,1010,Hyderabad,2,1,0,0,0,0
7500000,1195,Hyderabad,2,0,1,1,0,0
5253000,970,Hyderabad,2,0,1,1,0,0
5800000,1050,Hyderabad,2,0,0,0,0,0
5085000,1130,Hyderabad,2,0,0,0,0,0
12000000,2300,Hyderabad,3,0,0,0,0,0
3500000,1015,Hyderabad,2,1,0,0,0,0
25500000,2960,Hyderabad,4,0,1,0,0,0
6500000,1190,Hyderabad,2,0,0,0,0,0
6000000,1190,Hyderabad,2,0,0,0,0,0
6700000,1340,Hyderabad,2,0,0,1,0,0
16000000,1875,Hyderabad,3,1,1,1,0,0
23000000,1900,Hyderabad,3,0,1,1,0,0
19500000,1920,Hyderabad,4,1,0,0,0,0
5320000,1330,Hyderabad,2,0,0,0,0,0
19500000,2350,Hyderabad,3,1,1,1,0,0
4800000,1120,Hyderabad,2,0,0,0,0,0
13000000,1924,Hyderabad,3,1,0,0,0,0
10200000,1575,Hyderabad,3,0,0,0,0,0
19500000,2350,Hyderabad,3,1,1,1,0,0
20000000,3000,Hyderabad,4,1,0,0,0,0
5900000,1350,Hyderabad,3,1,0,0,0,0
8500000,1580,Hyderabad,3,0,0,0,0,0
6000000,1200,Hyderabad,2,1,0,0,0,0
4710000,1050,Hyderabad,2,0,0,0,0,0
7317000,1090,Hyderabad,2,0,0,0,0,0
11399999,1730,Hyderabad,3,0,0,0,0,0
9449000,1535,Hyderabad,3,0,1,1,0,0
11299999,1700,Hyderabad,3,0,0,0,0,0
4000000,1050,Hyderabad,2,1,0,0,0,0
5450000,1300,Hyderabad,2,0,0,0,0,0
10600000,1770,Hyderabad,3,0,1,1,0,0
4000000,1050,Hyderabad,2,1,0,0,0,0
5450000,1300,Hyderabad,2,0,0,0,0,0
10600000,1770,Hyderabad,3,0,1,1,0,0
7500000,1430,Hyderabad,3,0,0,0,0,0
12400000,1800,Hyderabad,3,0,0,0,0,0
7800000,1530,Hyderabad,3,1,0,0,0,0
4800000,1000,Hyderabad,2,0,0,0,0,0
9525000,1905,Hyderabad,3,0,1,1,1,1
12200000,1885,Hyderabad,3,0,0,0,0,0
12300000,1885,Hyderabad,3,0,0,0,0,0
12300000,1885,Hyderabad,3,0,0,0,0,0
8800000,1560,Hyderabad,3,1,0,0,0,0
6798999,1190,Hyderabad,2,1,0,0,0,0
9300000,1450,Hyderabad,3,0,1,1,0,0
9300000,1450,Hyderabad,3,0,1,1,0,0
4710000,1050,Hyderabad,2,0,0,0,0,0
12000000,1875,Hyderabad,3,1,0,0,0,0
6931000,1555,Hyderabad,3,0,0,0,0,0
3499000,900,Hyderabad,2,0,0,0,0,0
7100000,1418,Hyderabad,3,0,0,0,0,0
7100000,1418,Hyderabad,3,0,0,0,0,0
4800000,1125,Hyderabad,2,0,0,0,0,0
5500000,1515,Hyderabad,3,0,0,0,0,0
7500000,1600,Hyderabad,3,0,0,0,0,0
5600000,1260,Hyderabad,2,0,0,0,0,0
19400000,2848,Hyderabad,4,0,0,0,0,0
9908000,1492,Hyderabad,2,0,0,0,0,0
8126000,1283,Hyderabad,2,0,0,0,0,0
9110000,1410,Hyderabad,2,0,0,0,0,0
14000000,2000,Hyderabad,3,0,0,0,0,0
7000000,1463,Hyderabad,3,0,0,0,0,0
11399999,1730,Hyderabad,3,0,0,0,0,0
8500000,1600,Hyderabad,3,0,0,0,0,0
17000000,2600,Hyderabad,3,1,0,0,0,0
2500000,840,Hyderabad,1,1,0,0,0,0
8600000,1725,Hyderabad,3,0,0,0,0,0
17800000,1980,Hyderabad,3,0,0,1,0,0
18700000,2085,Hyderabad,3,0,0,1,0,0
23200000,2580,Hyderabad,3,0,0,1,0,0
19600000,2185,Hyderabad,3,0,0,1,0,0
17200000,1920,Hyderabad,3,0,0,1,0,0
19800000,2210,Hyderabad,3,0,0,1,0,0
4500000,1111,Hyderabad,3,1,0,0,0,0
4031000,1161,Hyderabad,2,0,0,0,0,0
6399000,1500,Hyderabad,3,0,0,0,0,0
6399000,1500,Hyderabad,3,0,0,0,0,0
8000000,2021,Hyderabad,2,0,0,0,0,0
5200000,1300,Hyderabad,3,0,0,0,0,0
4000000,1000,Hyderabad,2,1,0,0,0,0
7200000,1060,Hyderabad,2,1,0,0,0,0
80000000,9400,Hyderabad,8,1,1,1,0,0
3200000,950,Hyderabad,2,1,0,0,0,0
3800000,1350,Hyderabad,3,1,0,0,0,0
6000000,1600,Hyderabad,3,1,0,0,0,0
3500000,1000,Hyderabad,2,1,0,0,0,0
5000000,1450,Hyderabad,3,1,0,0,0,0
2800000,1050,Hyderabad,2,1,0,0,0,0
3600000,1150,Hyderabad,2,1,0,0,0,0
8000000,1900,Hyderabad,3,1,0,0,0,0
5034000,1465,Hyderabad,3,0,0,0,0,0
4252000,1228,Hyderabad,2,0,0,0,0,0
4044000,1165,Hyderabad,2,0,0,0,0,0
3849000,1106,Hyderabad,2,0,0,0,0,0
3500000,1315,Hyderabad,3,1,0,0,0,0
20000000,3200,Hyderabad,3,1,0,0,0,0
4800000,1250,Hyderabad,3,1,0,0,0,0
4500000,1050,Hyderabad,2,1,0,0,0,0
8000000,1900,Hyderabad,2,1,0,0,0,0
3800000,1096,Hyderabad,2,0,0,0,0,0
13500000,1765,Hyderabad,3,1,0,0,0,0
8000000,2021,Hyderabad,2,0,0,0,0,0
2700000,1005,Hyderabad,2,1,0,0,0,0
6000000,1750,Hyderabad,3,1,0,0,0,0
3740000,1100,Hyderabad,2,0,0,0,0,0
3740000,1100,Hyderabad,2,0,0,0,0,0
5280000,1200,Hyderabad,2,0,0,0,0,0
5100000,1160,Hyderabad,2,0,0,0,0,0
5500000,1060,Hyderabad,2,0,0,0,0,0
6000000,1506,Hyderabad,3,0,0,0,0,0
4500000,1165,Hyderabad,2,0,0,0,0,0
6500000,1471,Hyderabad,3,1,0,0,0,0
20000000,3200,Hyderabad,3,1,0,0,0,0
4500000,1350,Hyderabad,3,1,0,0,0,0
10100000,1850,Hyderabad,3,0,0,0,0,0
5500000,1600,Hyderabad,2,1,0,0,0,0
4800000,1250,Hyderabad,3,1,0,0,0,0
4500000,1050,Hyderabad,2,1,0,0,0,0
8000000,1900,Hyderabad,2,1,0,0,0,0
3800000,1150,Hyderabad,2,1,0,0,0,0
8000000,1700,Hyderabad,3,1,0,0,0,0
13500000,1765,Hyderabad,3,1,0,0,0,0
3000000,1050,Hyderabad,1,0,0,0,0,0
3200000,1050,Hyderabad,2,1,0,0,0,0
6000000,1750,Hyderabad,3,1,0,0,0,0
3400000,1150,Hyderabad,2,0,0,0,0,0
7000000,990,Hyderabad,2,1,0,0,0,0
5000000,1150,Hyderabad,2,1,1,1,0,0
22000000,2400,Hyderabad,3,1,1,1,0,0
5280000,1200,Hyderabad,2,0,0,0,0,0
5500000,1060,Hyderabad,2,0,0,0,0,0
5100000,1160,Hyderabad,2,0,0,0,0,0
4500000,1165,Hyderabad,2,0,0,0,0,0
6000000,1278,Hyderabad,2,0,0,0,0,0
8000000,2021,Hyderabad,2,0,0,0,0,0
13500000,1765,Hyderabad,3,1,0,0,0,0
8000000,2021,Hyderabad,2,0,0,0,0,0
2700000,1005,Hyderabad,2,1,0,0,0,0
34000000,3180,Hyderabad,3,1,1,1,0,0
34000000,3180,Hyderabad,3,1,0,0,0,0
3300000,1000,Hyderabad,2,1,0,0,0,0
6900000,987,Hyderabad,2,1,0,0,0,0
3200000,1075,Hyderabad,2,1,0,0,0,0
2000000,600,Hyderabad,1,1,0,0,0,0
7000000,1400,Hyderabad,3,1,0,0,0,0
4600000,1300,Hyderabad,3,0,0,0,0,0
4600000,1300,Hyderabad,3,0,0,0,0,0
7000000,1490,Hyderabad,3,0,0,0,0,0
8599000,1275,Hyderabad,2,1,0,0,0,0
3800000,1096,Hyderabad,2,0,0,0,0,0
3740000,1100,Hyderabad,2,0,0,0,0,0
3500000,1000,Hyderabad,2,1,0,0,0,0
3570000,1050,Hyderabad,2,0,0,0,0,0
3740000,1100,Hyderabad,2,0,0,0,0,0
3740000,1100,Hyderabad,2,0,0,0,0,0
3300000,1450,Hyderabad,3,1,0,0,0,0
6742000,1376,Hyderabad,2,0,1,1,0,0
9662000,1972,Hyderabad,3,0,1,1,0,0
5782000,1180,Hyderabad,2,0,1,1,0,0
7614000,1554,Hyderabad,3,0,1,1,0,0
7977000,1628,Hyderabad,3,0,1,1,0,0
6242000,1274,Hyderabad,2,0,1,1,0,0
8741000,1784,Hyderabad,3,0,1,1,0,0
8761000,1788,Hyderabad,3,0,1,1,0,0
6859999,1400,Hyderabad,2,0,1,1,0,0
9633000,1966,Hyderabad,3,0,1,1,0,0
7359000,1502,Hyderabad,3,0,1,1,0,0
8364000,1707,Hyderabad,3,0,1,1,0,0
8045000,1642,Hyderabad,3,0,1,1,0,0
7286000,1487,Hyderabad,2,0,1,1,0,0
8001000,1633,Hyderabad,3,0,1,1,0,0
8820000,1800,Hyderabad,3,0,1,1,0,0
9197000,1877,Hyderabad,3,0,1,1,0,0
7467000,1524,Hyderabad,2,0,1,1,0,0
6497000,1326,Hyderabad,2,0,1,1,0,0
7178000,1465,Hyderabad,2,0,1,1,0,0
7825000,1597,Hyderabad,3,0,1,1,0,0
9075000,1265,Hyderabad,2,0,0,0,0,0
10100000,1945,Hyderabad,3,0,0,0,0,0
7962000,1435,Hyderabad,3,0,1,1,0,0
12700000,1925,Hyderabad,3,0,0,0,0,0
9075000,1265,Hyderabad,2,0,0,0,0,0
10700000,1905,Hyderabad,3,0,1,1,1,1
6168000,1090,Hyderabad,2,0,1,1,0,0
6895999,1230,Hyderabad,2,0,1,1,0,0
10700000,1920,Hyderabad,3,0,1,1,1,1
10700000,1905,Hyderabad,3,0,0,0,0,0
6233000,1170,Hyderabad,1,0,1,1,0,0
8800000,1385,Hyderabad,2,0,0,0,0,0
8998000,1390,Hyderabad,2,0,0,0,0,0
7998999,1282,Hyderabad,2,0,0,0,0,0
4284000,1020,Hyderabad,1,0,0,0,0,0
10000000,1935,Hyderabad,3,0,0,0,0,0
7098999,1090,Hyderabad,2,0,0,0,0,0
9828000,1630,Hyderabad,3,0,0,0,0,0
10900000,1695,Hyderabad,3,0,0,0,0,0
7998999,1282,Hyderabad,2,0,0,0,0,0
8998000,1390,Hyderabad,2,0,0,0,0,0
8800000,1385,Hyderabad,2,0,0,0,0,0
8800000,1385,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
3300000,1045,Hyderabad,2,0,0,0,0,0
3200000,1100,Hyderabad,2,0,0,0,0,0
7317000,1090,Hyderabad,2,0,0,0,0,0
10900000,1700,Hyderabad,2,0,0,0,0,0
11100000,1730,Hyderabad,2,0,0,0,0,0
10900000,1700,Hyderabad,3,0,0,0,0,0
4600000,1050,Hyderabad,2,0,0,0,0,0
15000000,2400,Hyderabad,4,1,0,0,0,0
5500000,1214,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
7317000,1090,Hyderabad,2,0,0,0,0,0
11800000,1840,Hyderabad,3,0,0,0,0,0
8098000,1620,Hyderabad,3,0,1,1,1,0
5623000,1125,Hyderabad,2,0,1,1,1,0
6838000,1368,Hyderabad,3,0,1,1,1,0
10500000,2115,Hyderabad,3,0,1,1,0,0
11200000,1695,Hyderabad,3,0,0,0,0,0
3375000,1125,Hyderabad,1,0,0,0,0,0
5500000,1170,Hyderabad,2,0,0,0,0,0
4200000,1200,Hyderabad,2,0,0,0,0,0
4700000,902,Hyderabad,2,0,0,0,0,0
10600000,1695,Hyderabad,3,0,0,0,0,0
6500000,1200,Hyderabad,2,1,0,0,0,0
3600000,1100,Hyderabad,2,0,0,0,0,0
3300000,1035,Hyderabad,2,0,0,0,0,0
3300000,1025,Hyderabad,2,0,0,0,0,0
8100000,1490,Hyderabad,3,0,0,0,0,0
4500000,1130,Hyderabad,2,1,0,0,0,0
8900000,1480,Hyderabad,3,0,0,0,0,0
4710000,1050,Hyderabad,2,0,0,0,0,0
8100000,1510,Hyderabad,3,0,0,0,0,0
12700000,1925,Hyderabad,3,0,0,0,0,0
8700000,1525,Hyderabad,3,0,0,0,0,0
6300000,1523,Hyderabad,2,1,0,0,0,0
6700000,1200,Hyderabad,3,0,0,0,0,0
45000000,3233,Hyderabad,4,1,0,0,0,0
5000000,1620,Hyderabad,3,0,0,0,0,0
10000000,1500,Hyderabad,1,1,0,0,0,0
7500000,1650,Hyderabad,3,1,0,0,0,0
15000000,1908,Hyderabad,3,0,0,0,0,0
4500000,1130,Hyderabad,2,1,0,0,0,0
8900000,1480,Hyderabad,3,0,0,0,0,0
4710000,1050,Hyderabad,2,0,0,0,0,0
8500000,1548,Hyderabad,3,1,0,0,0,0
5499000,1725,Hyderabad,3,0,0,0,0,0
7500000,1500,Hyderabad,2,1,0,0,0,0
8500000,1430,Hyderabad,2,0,0,0,0,0
3200000,1050,Hyderabad,2,0,0,0,0,0
3828000,1294,Hyderabad,2,0,0,0,0,0
3200000,1050,Hyderabad,2,0,0,0,0,0
3200000,1100,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
3600000,1100,Hyderabad,2,0,0,0,0,0
3300000,1025,Hyderabad,2,0,0,0,0,0
3299000,1035,Hyderabad,2,0,0,0,0,0
3500000,1085,Hyderabad,2,0,0,0,0,0
6500000,1480,Hyderabad,3,0,0,0,0,0
3600000,1100,Hyderabad,2,0,0,0,0,0
10700000,1920,Hyderabad,3,0,0,0,0,0
8573000,1190,Hyderabad,2,0,0,0,0,0
3600000,1080,Hyderabad,2,0,0,0,0,0
6300000,1465,Hyderabad,3,0,0,0,0,0
8573000,1190,Hyderabad,2,0,0,0,0,0
4600000,1050,Hyderabad,2,0,0,0,0,0
8298999,1538,Hyderabad,3,0,1,1,0,0
8800000,1678,Hyderabad,3,0,1,1,0,0
8800000,1678,Hyderabad,3,0,1,1,0,0
3600000,1080,Hyderabad,2,0,0,0,0,0
3600000,1080,Hyderabad,2,0,0,0,0,0
11200000,1695,Hyderabad,3,0,0,0,0,0
13500000,1700,Hyderabad,3,1,0,0,0,0
10000000,1500,Hyderabad,1,1,0,0,0,0
7500000,1650,Hyderabad,3,1,0,0,0,0
10700000,1920,Hyderabad,3,0,0,0,0,0
8573000,1190,Hyderabad,2,0,0,0,0,0
4500000,1130,Hyderabad,2,1,0,0,0,0
8900000,1480,Hyderabad,3,0,0,0,0,0
10000000,2000,Hyderabad,3,1,0,0,0,0
4710000,1050,Hyderabad,2,0,0,0,0,0
5500000,1170,Hyderabad,2,0,0,0,0,0
8500000,1548,Hyderabad,3,1,0,0,0,0
5499000,1725,Hyderabad,3,0,0,0,0,0
7500000,1500,Hyderabad,2,1,0,0,0,0
8500000,1430,Hyderabad,2,0,0,0,0,0
3300000,1045,Hyderabad,2,0,0,0,0,0
3300000,1035,Hyderabad,2,0,0,0,0,0
3300000,1025,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
3299000,1035,Hyderabad,2,0,0,0,0,0
3500000,1085,Hyderabad,2,0,0,0,0,0
6500000,1480,Hyderabad,3,0,0,0,0,0
3600000,1100,Hyderabad,2,0,0,0,0,0
3300000,1045,Hyderabad,2,0,0,0,0,0
3300000,1035,Hyderabad,2,0,0,0,0,0
3300000,1025,Hyderabad,2,0,0,0,0,0
8500000,1525,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
11399999,1730,Hyderabad,3,0,0,0,0,0
6500000,1361,Hyderabad,3,0,0,0,0,0
9075000,1265,Hyderabad,2,0,0,0,0,0
6600000,1555,Hyderabad,3,0,0,0,0,0
6500000,1200,Hyderabad,2,0,0,0,0,0
10200000,1681,Hyderabad,3,0,0,0,0,0
7500000,1250,Hyderabad,2,0,0,0,0,0
4500000,1050,Hyderabad,2,0,0,0,0,0
11000000,1700,Hyderabad,3,0,0,0,0,0
6600000,1555,Hyderabad,3,0,0,0,0,0
6233000,1170,Hyderabad,2,1,0,0,0,0
5000000,1620,Hyderabad,3,0,0,0,0,0
3000000,607,Hyderabad,1,0,0,0,0,0
8000000,990,Hyderabad,1,0,0,0,0,0
4000000,1000,Hyderabad,2,1,0,0,0,0
6200000,1565,Hyderabad,3,0,0,0,0,0
11000000,1630,Hyderabad,3,0,0,0,0,0
3700000,1100,Hyderabad,2,1,0,0,0,0
3200000,1100,Hyderabad,2,0,0,0,0,0
3300000,1025,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
3600000,1100,Hyderabad,2,0,0,0,0,0
3600000,1100,Hyderabad,2,0,0,0,0,0
3300000,1025,Hyderabad,2,0,0,0,0,0
2700000,682,Hyderabad,1,0,0,0,0,0
7498999,1245,Hyderabad,2,0,0,0,0,0
8500000,1500,Hyderabad,3,1,0,0,0,0
3000000,900,Hyderabad,2,1,0,0,0,0
6800000,1320,Hyderabad,3,1,0,0,0,0
7500000,1530,Hyderabad,3,1,0,0,0,0
8573000,1190,Hyderabad,2,0,1,1,1,1
10600000,1695,Hyderabad,3,0,0,0,0,0
6500000,1200,Hyderabad,2,1,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
3600000,1100,Hyderabad,2,0,0,0,0,0
3300000,1035,Hyderabad,2,0,0,0,0,0
3300000,1025,Hyderabad,2,0,0,0,0,0
8100000,1490,Hyderabad,3,0,0,0,0,0
8998000,1539,Hyderabad,3,1,0,0,0,0
7900000,1641,Hyderabad,2,0,0,0,0,0
7900000,1640,Hyderabad,2,0,0,0,0,0
6700000,1402,Hyderabad,1,0,0,0,0,0
6700000,1401,Hyderabad,1,0,0,0,0,0
12700000,1925,Hyderabad,3,0,0,0,0,0
4600000,1050,Hyderabad,2,0,0,0,0,0
6600000,1555,Hyderabad,3,0,0,0,0,0
3800000,1008,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
6895999,1230,Hyderabad,2,0,1,1,0,0
4600000,1050,Hyderabad,2,0,0,0,0,0
12700000,1925,Hyderabad,3,0,0,0,0,0
8700000,1525,Hyderabad,3,0,0,0,0,0
6300000,1523,Hyderabad,2,1,0,0,0,0
6700000,1200,Hyderabad,3,0,0,0,0,0
45000000,3233,Hyderabad,4,1,0,0,0,0
8200000,1350,Hyderabad,3,0,0,0,0,0
14000000,1188,Hyderabad,2,1,0,0,0,0
6200000,1199,Hyderabad,2,0,1,1,0,0
8600000,1538,Hyderabad,3,0,0,0,0,0
11399999,1730,Hyderabad,3,0,0,0,0,0
3600000,1080,Hyderabad,2,0,0,0,0,0
3600000,1080,Hyderabad,2,0,0,0,0,0
3300000,1045,Hyderabad,2,0,0,0,0,0
3300000,1035,Hyderabad,2,0,0,0,0,0
3300000,1025,Hyderabad,2,0,0,0,0,0
8500000,1525,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
8070000,1115,Hyderabad,2,0,0,0,0,0
7317000,1090,Hyderabad,2,0,0,0,0,0
45000000,3233,Hyderabad,4,1,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
9000000,1568,Hyderabad,3,0,0,0,0,0
9000000,1568,Hyderabad,3,0,0,0,0,0
9000000,1568,Hyderabad,3,0,0,0,0,0
10100000,1794,Hyderabad,3,0,0,0,0,0
10100000,1794,Hyderabad,3,0,0,0,0,0
8200000,1350,Hyderabad,3,0,0,0,0,0
8500000,1525,Hyderabad,3,0,0,0,0,0
7800000,1530,Hyderabad,2,1,0,0,0,0
14600000,1953,Hyderabad,2,0,1,1,0,0
26000000,3434,Hyderabad,4,0,1,1,0,0
9800000,1580,Hyderabad,3,1,0,0,0,0
10600000,1815,Hyderabad,3,0,0,0,0,0
10000000,1935,Hyderabad,3,0,0,0,0,0
9906000,1905,Hyderabad,3,0,0,0,0,0
10900000,1695,Hyderabad,2,0,0,0,0,0
7098999,1090,Hyderabad,1,0,0,0,0,0
5909000,1555,Hyderabad,2,0,0,0,0,0
7843000,1265,Hyderabad,2,0,0,0,0,0
8100000,1490,Hyderabad,3,0,0,0,0,0
7581999,1115,Hyderabad,2,0,0,0,0,0
6600000,1555,Hyderabad,3,0,0,0,0,0
9000000,1390,Hyderabad,2,0,0,0,0,0
10100000,1799,Hyderabad,3,0,0,0,0,0
10100000,1799,Hyderabad,3,0,0,0,0,0
10100000,1799,Hyderabad,3,0,0,0,0,0
9298000,1638,Hyderabad,3,0,0,0,0,0
9300000,1638,Hyderabad,3,0,0,0,0,0
9300000,1638,Hyderabad,3,0,0,0,0,0
10100000,1794,Hyderabad,3,0,0,0,0,0
6895999,1230,Hyderabad,2,0,1,1,0,0
3850000,1200,Hyderabad,2,1,0,0,0,0
